secuencial,50,8.2e-05,0.247817,0.0044971124,0.02226828216798427
justo,500,0.008469,0.546285,0.054712765421338315,0.04733411630481793
secuencial,500,6.8e-05,0.284416,0.019209901192504257,0.030588749047955357
justo,900,0.014255,0.584613,0.06756625159690473,0.046503308739839475
secuencial,900,7.1e-05,0.336645,0.03213988399097343,0.03545594649158395
secuencial,500,8.2e-05,0.058391,0.010070656752475246,0.007795131514439565
paralelo,500,0.000131,0.23838,0.03436095366336634,0.02581438978132487
justo,500,0.010351,0.209084,0.04298512223568916,0.024524227412539682
paralelo,900,0.000126,0.302261,0.06706002332162482,0.04207398108174612
secuencial,900,8.2e-05,0.241264,0.02245775272066391,0.020446528007886152
justo,900,0.020885,0.232185,0.0781978896541051,0.03029691194288779
--------------------------------------------------------------------

paralelo,50,9.4e-05,0.046884,0.002409249306930693,0.0045453421779964795
justo,50,0.000938,0.063036,0.007574279207920793,0.006770985351699856
secuencial,500,6.2e-05,0.338155,0.012590198198019806,0.03137123119706442
paralelo,500,0.000112,0.709709,0.028666416712871286,0.05145265098538053
secuencial,900,7.8e-05,0.118866,0.015290479493949394,0.013337190553730616
paralelo,900,0.000116,0.402084,0.053433206464837936,0.03919558427307397
secuencial,50,9.9e-05,0.005745,0.0012913945454545454,0.001271294410779556
paralelo,50,0.000161,0.039053,0.006695916363636364,0.009222164372675284
justo,50,0.001205,0.048892,0.00624902,0.008301853116983197
secuencial,500,8.9e-05,0.06386,0.011851353636363637,0.013337869295050481
paralelo,500,0.000172,0.237077,0.04109252509090909,0.033242200688340655
secuencial,900,8.8e-05,0.078058,0.013900726216412492,0.01294976124510675
secuencial,50,9.1e-05,0.015762,0.003458404,0.004324386092936661
paralelo,50,0.000523,0.099895,0.026879954,0.024670503373783927
secuencial,500,7.6e-05,0.096507,0.014741762,0.021547584155875942
paralelo,500,0.000275,0.116138,0.044419918727272724,0.022954772855653952
justo,500,0.01439,0.167144,0.04934742054545454,0.022563610509024473
secuencial,900,0.00013,0.110292,0.027165269489388525,0.02092541621137875
justo,900,0.042475,0.596346,0.125937857554846,0.12705837603621065
secuencial,50,0.000129,0.008496,0.001284741818181818,0.0008140405655942816
paralelo,50,0.000123,0.164113,0.014018629090909089,0.03686946564532116
justo,50,0.001159,0.031128,0.0067283,0.00769947509680781
secuencial,500,8.4e-05,0.03886,0.006814802181818181,0.006666592498131313
paralelo,500,0.000178,0.134447,0.032182030458715594,0.028128014987089552
secuencial,900,8.5e-05,0.126258,0.013367834690553748,0.01113191317089814
paralelo,900,0.000179,0.165721,0.04745030537297861,0.03260601838439945
------------------------------------------------------------------------------
secuencial,50,0.00011,0.013237,0.0013090527272727273,0.0013512702303394583
paralelo,50,0.000126,0.014907,0.0031322781818181817,0.003072087878844313
justo,50,0.001121,0.062855,0.008684696363636365,0.0164235899915774
secuencial,500,9.3e-05,0.041609,0.0076991869090909095,0.006814385464987186
paralelo,500,0.000123,0.397408,0.03655592636363637,0.04392572604352028
justo,500,0.010779,0.201594,0.04884863781818182,0.038588690592608825
